communication_id,source_phone_id,target_phone_id,communication_type,timestamp,duration_seconds,cell_tower_source,cell_tower_target,communication_direction,message_id_hash,source_id,confidence_score,evidence_id,created_at
COM000034,PH00746,PH01704,CALL,2024-02-21 02:46:20,1251,TWR0134,TWR0203,INBOUND,MSG486323934,SRC007,0.92,EV00025,2025-11-17 11:17:39
COM000035,PH02949,PH00262,EMAIL,2024-10-02 00:58:00,,TWR0217,TWR0292,OUTBOUND,MSG387042652,SRC026,0.83,EV02781,2024-07-17 00:45:16
COM000036,PH00826,PH02232,EMAIL,2025-09-22 09:46:24,,TWR0051,TWR0051,OUTBOUND,MSG487854051,SRC003,0.96,EV01282,2026-08-11 13:04:38
COM000037,PH02932,PH02845,SMS,2026-01-10 07:42:02,,TWR0280,TWR0369,INBOUND,MSG571063084,SRC008,0.94,EV04095,2025-01-06 21:16:43
COM000038,PH00561,PH02724,SMS,2026-04-16 23:21:30,,TWR0323,TWR0128,INBOUND,MSG775962950,SRC019,0.81,EV03124,2024-03-26 16:06:49
COM000039,PH00943,PH00822,EMAIL,2025-09-20 15:28:55,,TWR0180,TWR0326,OUTBOUND,MSG260570557,SRC026,0.95,EV04258,2025-03-08 18:35:42
COM000040,PH00048,PH03750,SMS,2024-10-10 22:52:21,,TWR0133,TWR0047,OUTBOUND,MSG109937483,SRC002,0.97,EV04416,2026-05-24 00:57:35
COM000041,PH00390,PH03234,SMS,2025-06-09 18:20:05,,TWR0205,TWR0207,INBOUND,MSG646156778,SRC019,0.81,EV03508,2025-12-15 12:37:35
COM000042,PH03431,PH04047,EMAIL,2024-03-27 04:07:47,,TWR0044,TWR0180,OUTBOUND,MSG520497343,SRC003,0.85,EV03097,2025-07-31 16:46:17
COM000043,PH02169,PH02801,SMS,2025-04-25 11:20:13,,TWR0082,TWR0166,OUTBOUND,MSG199721965,SRC016,0.83,EV03098,2026-07-31 20:01:01
COM000044,PH00723,PH01695,SMS,2024-12-06 20:07:42,,TWR0318,TWR0214,OUTBOUND,MSG371052789,SRC014,0.81,EV04609,2024-11-26 11:53:55
COM000045,PH00153,PH04042,EMAIL,2024-09-05 04:57:52,,TWR0356,TWR0145,INBOUND,MSG302671170,SRC025,0.8,EV00971,2024-11-20 13:17:32
COM000046,PH01659,PH04226,CALL,2025-09-27 06:04:25,718,TWR0197,TWR0240,INBOUND,MSG318754722,SRC011,0.97,EV03134,2025-03-02 00:52:43
COM000047,PH00774,PH01501,SMS,2025-07-05 07:07:43,,TWR0064,TWR0069,OUTBOUND,MSG149847119,SRC022,0.94,EV04048,2025-07-06 19:14:02
COM000048,PH01198,PH01003,SMS,2025-06-03 08:09:58,,TWR0024,TWR0240,OUTBOUND,MSG824383902,SRC029,0.84,EV01981,2026-08-30 11:56:06
COM000049,PH00599,PH03831,SMS,2024-07-03 22:15:18,,TWR0343,TWR0217,OUTBOUND,MSG495250398,SRC006,0.81,EV04444,2025-10-28 16:39:09
COM000050,PH01692,PH01480,CALL,2025-09-05 10:12:11,1574,TWR0118,TWR0196,INBOUND,MSG560228837,SRC021,0.94,EV02276,2026-02-27 18:09:16
COM000051,PH02566,PH00195,SMS,2025-06-25 15:41:53,,TWR0309,TWR0392,INBOUND,MSG541715879,SRC011,0.84,EV00242,2024-11-26 04:20:41
COM000052,PH02977,PH01851,SMS,2025-05-11 12:06:06,,TWR0108,TWR0080,INBOUND,MSG726183051,SRC019,0.81,EV02358,2025-05-19 00:10:50
COM000053,PH00213,PH02261,SMS,2024-02-22 18:12:06,,TWR0344,TWR0321,INBOUND,MSG412340390,SRC016,0.86,EV00656,2024-01-16 07:17:31
COM000054,PH02084,PH00128,SMS,2024-08-01 06:52:10,,TWR0021,TWR0082,OUTBOUND,MSG298822134,SRC014,0.86,EV03160,2024-08-11 19:08:33
COM000055,PH03204,PH00008,CALL,2024-03-24 09:30:28,21,TWR0232,TWR0191,INBOUND,MSG966469892,SRC010,0.91,EV00104,2024-02-10 08:14:25
COM000056,PH00343,PH02422,CALL,2026-07-24 23:17:46,140,TWR0027,TWR0191,INBOUND,MSG528603810,SRC018,0.93,EV00215,2026-07-28 09:51:51
COM000057,PH03519,PH00546,EMAIL,2024-12-02 21:37:26,,TWR0146,TWR0053,INBOUND,MSG168378725,SRC025,0.84,EV00051,2025-10-22 14:58:02
COM000058,PH00576,PH01056,SMS,2025-08-07 14:07:59,,TWR0150,TWR0215,OUTBOUND,MSG700084960,SRC011,0.98,EV00085,2024-03-01 09:19:12
COM000059,PH03792,PH00564,CALL,2025-06-21 13:43:02,776,TWR0305,TWR0057,OUTBOUND,MSG364618042,SRC018,0.88,EV04260,2024-08-15 05:56:10
COM000060,PH03800,PH01202,EMAIL,2025-07-02 01:53:07,,TWR0088,TWR0038,INBOUND,MSG496065980,SRC014,0.89,EV01619,2025-08-15 00:26:51
COM000061,PH02614,PH03703,SMS,2025-10-25 17:43:45,,TWR0057,TWR0088,INBOUND,MSG368207241,SRC004,0.82,EV04312,2024-02-26 09:58:42
COM000062,PH01270,PH02727,SMS,2024-04-29 09:00:32,,TWR0259,TWR0292,OUTBOUND,MSG942428499,SRC027,0.84,EV04402,2026-01-16 17:59:54
COM000063,PH00985,PH02086,CALL,2026-08-28 13:11:06,901,TWR0072,TWR0084,INBOUND,MSG361889587,SRC012,0.92,EV03548,2024-07-24 06:35:45
COM000064,PH02280,PH02252,CALL,2025-08-19 03:22:38,1528,TWR0140,TWR0342,OUTBOUND,MSG334415486,SRC017,0.87,EV01932,2026-06-05 17:50:38
COM000065,PH00878,PH02975,CALL,2024-03-18 23:16:54,1452,TWR0007,TWR0038,OUTBOUND,MSG783118571,SRC030,0.91,EV02804,2026-02-27 07:58:06
COM000066,PH00386,PH00158,EMAIL,2024-06-02 02:44:41,,TWR0387,TWR0314,INBOUND,MSG475502918,SRC016,0.97,EV02701,2024-11-20 04:16:00
COM000067,PH00492,PH03201,CALL,2025-11-30 06:01:43,234,TWR0173,TWR0123,OUTBOUND,MSG137663163,SRC029,0.85,EV00379,2025-03-19 18:02:26
COM000068,PH04125,PH03763,CALL,2026-08-25 00:02:46,393,TWR0219,TWR0118,INBOUND,MSG925357430,SRC029,0.86,EV00116,2025-05-16 18:45:21
COM000069,PH04399,PH00999,SMS,2025-08-24 08:58:42,,TWR0316,TWR0203,OUTBOUND,MSG444579744,SRC009,0.8,EV04124,2025-11-15 11:11:22
COM000070,PH00916,PH02287,SMS,2026-01-28 01:22:40,,TWR0342,TWR0107,INBOUND,MSG236379951,SRC004,0.97,EV00311,2024-04-04 01:28:13
COM000071,PH00809,PH01757,EMAIL,2025-01-15 16:36:15,,TWR0304,TWR0352,INBOUND,MSG572433434,SRC018,0.94,EV03044,2024-11-02 22:24:47
COM000072,PH00409,PH04418,EMAIL,2025-07-02 05:40:05,,TWR0274,TWR0311,INBOUND,MSG636180421,SRC014,0.87,EV04033,2025-03-16 04:38:23
COM000073,PH01000,PH00389,SMS,2025-09-15 09:41:44,,TWR0054,TWR0388,INBOUND,MSG770035535,SRC021,0.84,EV02903,2024-12-28 12:01:52
COM000074,PH00898,PH04046,SMS,2025-04-28 11:06:41,,TWR0384,TWR0226,INBOUND,MSG800873662,SRC020,0.96,EV04597,2025-05-30 05:30:10
COM000075,PH00921,PH04321,SMS,2024-12-02 08:36:13,,TWR0252,TWR0015,INBOUND,MSG141748820,SRC024,0.88,EV03615,2026-08-29 07:52:27
COM000076,PH01154,PH03875,EMAIL,2025-02-06 13:06:39,,TWR0159,TWR0125,OUTBOUND,MSG644368585,SRC022,0.91,EV03534,2024-05-18 21:44:46
COM000077,PH01926,PH01276,CALL,2024-09-15 23:29:23,1439,TWR0037,TWR0142,OUTBOUND,MSG484408391,SRC006,0.83,EV03408,2024-05-05 00:19:24
COM000078,PH00181,PH01795,EMAIL,2025-05-16 00:56:30,,TWR0178,TWR0308,OUTBOUND,MSG902048283,SRC009,0.94,EV03517,2026-08-08 04:23:13
COM000079,PH01534,PH02071,EMAIL,2026-06-17 11:26:23,,TWR0274,TWR0181,OUTBOUND,MSG132629436,SRC028,0.81,EV04146,2025-09-03 07:45:55
COM000080,PH03286,PH03131,CALL,2026-01-31 14:16:54,1079,TWR0148,TWR0257,OUTBOUND,MSG346682993,SRC022,0.97,EV04758,2025-03-15 02:09:19
COM000081,PH01681,PH02812,EMAIL,2026-06-12 09:33:56,,TWR0355,TWR0346,OUTBOUND,MSG271810661,SRC025,0.96,EV04055,2025-01-04 08:14:41
COM000082,PH04297,PH01885,EMAIL,2024-04-08 19:07:58,,TWR0354,TWR0363,INBOUND,MSG317914717,SRC020,0.94,EV03864,2024-03-20 08:14:47
COM000083,PH00945,PH03897,CALL,2025-07-05 08:37:52,1475,TWR0249,TWR0144,OUTBOUND,MSG318903644,SRC005,0.85,EV03524,2026-07-06 03:11:36
COM000084,PH04424,PH03953,EMAIL,2026-01-11 00:07:31,,TWR0300,TWR0235,INBOUND,MSG969494654,SRC027,0.81,EV03756,2026-08-20 11:01:56
COM000085,PH03505,PH01349,SMS,2024-04-09 12:58:57,,TWR0035,TWR0346,INBOUND,MSG578722912,SRC013,0.85,EV00415,2025-11-10 21:18:21
COM000086,PH02325,PH04352,SMS,2026-01-25 05:48:52,,TWR0157,TWR0133,INBOUND,MSG556771265,SRC017,0.94,EV02567,2026-01-12 08:11:44
COM000087,PH03471,PH02825,SMS,2025-05-04 05:28:04,,TWR0112,TWR0014,OUTBOUND,MSG834753697,SRC024,0.89,EV03025,2025-05-27 05:02:33
COM000088,PH03838,PH02548,CALL,2024-03-26 00:09:51,1698,TWR0247,TWR0187,OUTBOUND,MSG162481322,SRC016,0.83,EV01241,2026-03-22 21:40:31
COM000089,PH03311,PH02168,SMS,2026-08-09 09:18:03,,TWR0267,TWR0140,INBOUND,MSG953932972,SRC015,0.88,EV04493,2024-02-05 00:23:06
COM000090,PH00432,PH01579,SMS,2025-08-04 05:01:32,,TWR0156,TWR0077,OUTBOUND,MSG632611390,SRC020,0.97,EV03665,2026-02-19 10:27:04
COM000091,PH00902,PH02638,SMS,2024-08-04 01:51:36,,TWR0358,TWR0122,OUTBOUND,MSG401948087,SRC002,0.88,EV02430,2024-07-09 18:13:50
COM000092,PH02390,PH00656,EMAIL,2026-03-31 07:24:41,,TWR0342,TWR0209,OUTBOUND,MSG417111421,SRC001,0.94,EV03759,2024-08-02 00:37:41
COM000093,PH00009,PH01099,EMAIL,2025-06-30 22:42:07,,TWR0297,TWR0217,OUTBOUND,MSG936543984,SRC005,0.91,EV00611,2024-08-01 07:32:14
COM000094,PH00059,PH02070,SMS,2024-12-11 15:20:07,,TWR0222,TWR0399,OUTBOUND,MSG806983744,SRC020,0.89,EV01418,2026-06-29 04:21:39
COM000095,PH01622,PH04273,EMAIL,2024-03-15 08:48:18,,TWR0392,TWR0311,INBOUND,MSG388772034,SRC006,0.98,EV04520,2026-03-25 00:26:40
COM000096,PH00257,PH00155,CALL,2026-02-18 16:34:33,1696,TWR0362,TWR0098,OUTBOUND,MSG493113031,SRC023,0.87,EV01340,2024-01-18 07:37:40
COM000097,PH01353,PH02049,EMAIL,2024-05-26 12:19:22,,TWR0365,TWR0108,OUTBOUND,MSG848476012,SRC003,0.99,EV01774,2024-03-07 16:57:55
COM000098,PH01369,PH02411,SMS,2026-07-21 15:51:11,,TWR0003,TWR0139,INBOUND,MSG866070684,SRC008,0.85,EV04041,2026-06-09 00:40:50
COM000099,PH01105,PH02252,SMS,2025-12-20 14:21:59,,TWR0275,TWR0286,OUTBOUND,MSG533659268,SRC016,0.92,EV02824,2025-06-23 13:25:18
COM000100,PH00245,PH02533,CALL,2026-03-28 14:43:39,1217,TWR0305,TWR0071,OUTBOUND,MSG802832389,SRC026,0.91,EV02594,2026-05-25 10:21:06
COM000101,PH02044,PH00765,EMAIL,2026-06-02 23:15:49,,TWR0237,TWR0120,INBOUND,MSG855406610,SRC014,0.83,EV01916,2024-09-26 11:18:22
COM000102,PH01036,PH00877,CALL,2025-04-06 03:06:38,544,TWR0096,TWR0308,INBOUND,MSG350331655,SRC018,0.96,EV02270,2025-03-01 03:33:57
COM000103,PH00194,PH04338,SMS,2024-09-17 22:35:17,,TWR0278,TWR0089,OUTBOUND,MSG766416860,SRC009,0.96,EV02193,2024-02-22 03:20:57
COM000104,PH02043,PH00354,CALL,2025-07-10 12:01:10,1396,TWR0188,TWR0384,INBOUND,MSG520119662,SRC013,0.94,EV04735,2026-06-08 18:50:59
COM000105,PH00310,PH01751,CALL,2024-04-03 14:05:35,1179,TWR0161,TWR0360,INBOUND,MSG966094906,SRC003,0.91,EV03734,2024-04-12 17:58:51
COM000106,PH02242,PH02135,SMS,2026-03-03 02:27:14,,TWR0022,TWR0235,OUTBOUND,MSG671765622,SRC017,0.91,EV04888,2025-02-03 09:42:33
COM000107,PH00568,PH03369,CALL,2025-06-20 19:26:51,1058,TWR0341,TWR0364,OUTBOUND,MSG567684713,SRC019,0.88,EV02452,2025-01-18 20:19:34
COM000108,PH03032,PH01361,EMAIL,2024-02-21 06:29:17,,TWR0212,TWR0380,INBOUND,MSG660393884,SRC003,0.98,EV00646,2024-07-22 23:31:26
COM000109,PH00603,PH03469,EMAIL,2024-01-10 14:49:38,,TWR0145,TWR0143,OUTBOUND,MSG433527616,SRC014,0.84,EV00417,2025-06-07 15:42:08
COM000110,PH00882,PH02024,CALL,2024-01-08 00:17:53,1456,TWR0163,TWR0275,OUTBOUND,MSG482687217,SRC014,0.92,EV01786,2025-07-01 02:00:39
COM000111,PH00794,PH00676,CALL,2025-03-13 04:44:17,640,TWR0140,TWR0286,INBOUND,MSG322127828,SRC012,0.81,EV02293,2026-04-02 07:28:41
COM000112,PH01768,PH04296,EMAIL,2026-08-12 14:29:27,,TWR0214,TWR0352,INBOUND,MSG779631163,SRC018,0.99,EV02390,2024-02-11 05:05:34
COM000113,PH03885,PH03393,SMS,2025-01-16 23:38:06,,TWR0074,TWR0080,OUTBOUND,MSG927347721,SRC013,0.92,EV01501,2026-07-07 06:23:35
COM000114,PH02770,PH00748,CALL,2024-12-22 23:11:39,1500,TWR0280,TWR0186,INBOUND,MSG116815011,SRC024,0.8,EV04902,2025-11-11 22:06:41
COM000115,PH01592,PH01289,EMAIL,2025-03-19 07:14:35,,TWR0114,TWR0383,OUTBOUND,MSG899876718,SRC025,0.93,EV01362,2024-03-14 17:58:32
COM000116,PH00616,PH01875,SMS,2026-05-15 10:44:32,,TWR0269,TWR0391,INBOUND,MSG881478248,SRC019,0.9,EV03777,2025-11-03 17:20:46
COM000117,PH02346,PH01025,SMS,2024-07-29 08:32:35,,TWR0267,TWR0321,OUTBOUND,MSG619439586,SRC009,0.95,EV02897,2024-08-23 12:49:45
COM000118,PH04048,PH03196,CALL,2024-08-08 22:39:36,925,TWR0164,TWR0170,INBOUND,MSG963550191,SRC010,0.87,EV00919,2025-04-02 01:42:49
COM000119,PH02879,PH00600,CALL,2024-05-25 04:17:08,1476,TWR0267,TWR0096,OUTBOUND,MSG635712430,SRC012,0.95,EV02313,2025-03-13 08:50:49
COM000120,PH01262,PH02779,CALL,2025-05-06 04:40:27,1495,TWR0277,TWR0001,INBOUND,MSG696087880,SRC028,0.96,EV04483,2024-05-23 20:24:08
COM000121,PH02831,PH01481,EMAIL,2026-05-09 20:01:40,,TWR0238,TWR0035,INBOUND,MSG166459389,SRC030,0.91,EV02913,2025-07-29 06:22:44
COM000122,PH00559,PH00150,CALL,2025-10-05 04:33:02,1616,TWR0132,TWR0377,OUTBOUND,MSG335296922,SRC028,0.97,EV02601,2026-02-20 18:35:20
COM000123,PH04313,PH04216,CALL,2025-10-01 17:15:44,1265,TWR0314,TWR0137,INBOUND,MSG849347677,SRC013,0.81,EV03021,2025-09-02 12:54:21
COM000124,PH01507,PH02114,CALL,2026-04-21 23:10:24,1433,TWR0135,TWR0398,INBOUND,MSG475984483,SRC021,0.83,EV01847,2025-10-24 01:04:22
COM000125,PH04352,PH00973,CALL,2024-12-12 14:51:24,761,TWR0262,TWR0060,OUTBOUND,MSG133472752,SRC026,0.82,EV01222,2026-04-18 02:31:30
COM000126,PH04420,PH00103,EMAIL,2025-12-22 20:21:06,,TWR0206,TWR0374,INBOUND,MSG226256866,SRC014,0.89,EV03580,2025-03-29 23:26:52
COM000127,PH03489,PH02307,EMAIL,2024-10-18 10:37:29,,TWR0339,TWR0325,INBOUND,MSG267038420,SRC013,0.88,EV00518,2025-12-09 23:03:09
COM000128,PH02556,PH02684,EMAIL,2024-01-15 23:53:45,,TWR0378,TWR0055,OUTBOUND,MSG764138645,SRC011,0.84,EV02657,2026-08-08 13:26:39
COM000129,PH02712,PH01839,CALL,2026-01-13 11:17:26,461,TWR0285,TWR0382,INBOUND,MSG206803298,SRC017,0.98,EV03577,2026-04-09 05:16:26
COM000130,PH03033,PH02546,EMAIL,2024-09-26 22:29:12,,TWR0027,TWR0379,INBOUND,MSG734433098,SRC008,0.82,EV02488,2026-05-24 01:51:02
COM000131,PH01350,PH02150,EMAIL,2024-04-06 09:11:19,,TWR0176,TWR0229,OUTBOUND,MSG375403380,SRC002,0.86,EV02936,2025-01-05 16:27:42
COM000132,PH01066,PH00035,CALL,2026-05-25 00:47:07,748,TWR0060,TWR0069,OUTBOUND,MSG578546453,SRC006,0.97,EV00129,2024-03-17 18:24:22
COM000133,PH02034,PH04220,CALL,2026-04-20 15:32:46,204,TWR0238,TWR0394,INBOUND,MSG305718441,SRC013,0.97,EV00189,2025-12-16 08:42:32
COM000134,PH01068,PH01645,CALL,2026-01-27 06:17:05,328,TWR0113,TWR0312,INBOUND,MSG241687285,SRC013,0.97,EV01329,2026-02-15 09:47:36
COM000135,PH04264,PH00773,CALL,2024-02-02 15:42:00,1614,TWR0351,TWR0018,OUTBOUND,MSG359165491,SRC005,0.81,EV02307,2025-07-20 16:08:59
COM000136,PH02287,PH03383,SMS,2025-02-08 11:38:07,,TWR0143,TWR0252,OUTBOUND,MSG848382480,SRC011,0.83,EV02787,2026-03-14 13:22:05
COM000137,PH01412,PH01987,EMAIL,2024-06-10 05:53:41,,TWR0132,TWR0270,INBOUND,MSG165680994,SRC030,0.84,EV03141,2024-11-24 06:51:50
COM000138,PH03097,PH03897,SMS,2026-03-12 06:08:19,,TWR0195,TWR0274,OUTBOUND,MSG492748987,SRC022,0.95,EV01478,2025-09-09 01:09:40
COM000139,PH04371,PH03006,EMAIL,2024-09-03 09:46:19,,TWR0202,TWR0093,OUTBOUND,MSG165341433,SRC001,0.82,EV01784,2025-05-13 10:33:45
COM000140,PH03613,PH02743,SMS,2024-10-25 21:13:31,,TWR0112,TWR0001,INBOUND,MSG528397905,SRC007,0.93,EV04307,2025-11-08 01:58:46
COM000141,PH01858,PH03447,CALL,2025-07-06 10:28:51,165,TWR0300,TWR0367,INBOUND,MSG246424297,SRC024,0.94,EV02729,2024-01-04 03:15:31
COM000142,PH02561,PH03430,SMS,2026-02-10 21:43:54,,TWR0073,TWR0091,OUTBOUND,MSG557997736,SRC025,0.89,EV03035,2024-12-16 23:24:00
COM000143,PH01996,PH03168,SMS,2026-08-07 18:39:11,,TWR0306,TWR0285,INBOUND,MSG483970510,SRC007,0.84,EV04428,2024-10-15 00:24:49
COM000144,PH00028,PH04254,EMAIL,2025-10-09 01:55:57,,TWR0341,TWR0296,INBOUND,MSG567172701,SRC008,0.96,EV00242,2025-01-05 03:31:36
COM000145,PH04076,PH02402,EMAIL,2024-03-08 22:06:52,,TWR0160,TWR0027,INBOUND,MSG897203834,SRC028,0.82,EV02384,2025-01-30 12:34:41
COM000146,PH00498,PH03801,SMS,2024-05-29 19:16:14,,TWR0103,TWR0382,OUTBOUND,MSG582848726,SRC011,0.88,EV01764,2025-01-21 12:33:41
COM000147,PH02206,PH02886,EMAIL,2026-08-14 19:40:30,,TWR0111,TWR0280,OUTBOUND,MSG174806899,SRC009,0.92,EV00029,2025-02-24 14:54:45
COM000148,PH00075,PH02747,SMS,2024-11-13 08:39:06,,TWR0186,TWR0223,INBOUND,MSG711210079,SRC014,0.96,EV02939,2025-02-12 09:43:46
COM000149,PH01038,PH03112,CALL,2024-02-11 23:17:38,441,TWR0026,TWR0315,INBOUND,MSG223197821,SRC001,0.97,EV04063,2024-12-24 15:02:25
COM000150,PH04233,PH03536,EMAIL,2026-07-05 07:29:21,,TWR0243,TWR0310,OUTBOUND,MSG346870551,SRC009,0.8,EV03463,2026-07-08 11:46:05
COM000151,PH00251,PH00350,EMAIL,2025-08-17 12:16:22,,TWR0258,TWR0374,OUTBOUND,MSG995254006,SRC027,0.94,EV03355,2026-06-15 07:37:59
COM000152,PH00143,PH01626,SMS,2025-01-06 05:59:08,,TWR0227,TWR0390,OUTBOUND,MSG624576822,SRC008,0.99,EV03285,2025-04-01 10:26:44
COM000153,PH04472,PH00530,SMS,2025-11-11 05:14:34,,TWR0229,TWR0046,OUTBOUND,MSG705181071,SRC010,0.84,EV00995,2025-07-23 01:39:53
COM000154,PH03733,PH00955,SMS,2024-01-04 13:03:57,,TWR0382,TWR0367,OUTBOUND,MSG125882681,SRC027,0.86,EV00123,2026-01-16 11:35:12
COM000155,PH01733,PH04434,EMAIL,2024-09-28 03:22:21,,TWR0223,TWR0133,INBOUND,MSG702778541,SRC012,0.92,EV01796,2024-04-08 01:40:13
COM000156,PH03605,PH01646,SMS,2025-06-21 22:53:10,,TWR0206,TWR0069,INBOUND,MSG654963176,SRC016,0.95,EV01432,2025-09-05 12:46:17
COM000157,PH03214,PH04178,SMS,2024-10-03 03:08:45,,TWR0132,TWR0003,INBOUND,MSG292643897,SRC009,0.99,EV02111,2025-02-19 00:35:01
COM000158,PH04125,PH01521,SMS,2024-10-17 02:01:19,,TWR0364,TWR0308,OUTBOUND,MSG194056485,SRC023,0.96,EV00417,2026-08-26 14:33:44
