account_id,in_deg,out_deg,in_volume,out_volume,egonet_nodes,egonet_edges,pagerank,community,expected_edges,oddball_score,ego_shape,shape_norm_score,total_volume,total_deg,volume_per_tx
A00832,11,8,4312904.33,3248982.38,19,1,1.801062836007843,,1.6223724875581822,0.34094250769023343,STAR,2.288281689096395,7561886.71,19,397994.03736842104
A01071,11,10,5795755.33,2898686.0999999996,19,1,1.4827899878658046,,1.6223724875581822,0.34094250769023343,STAR,2.288281689096395,8694441.43,21,414021.0204761905
A00881,15,5,4941795.100000001,2369539.31,19,1,1.749867459235772,,1.6223724875581822,0.34094250769023343,STAR,2.288281689096395,7311334.41,20,365566.7205
A00994,9,8,3992699.31,3651294.61,17,4,1.995415574887634,,1.5386055678213575,1.4019215893573418,NEAR_CLIQUE,2.1664978487602924,7643993.92,17,449646.7011764706
A01090,8,10,3934141.97,3215443.100000001,18,1,1.5175498242591314,,1.5810982890350151,0.31457352689674595,STAR,1.9762222294721141,7149585.070000001,18,397199.1705555556
A00767,10,9,3751932.41,2516930.14,18,1,1.4158244620356084,,1.5810982890350151,0.31457352689674595,STAR,1.9762222294721141,6268862.550000001,19,329940.13421052636
A01220,11,7,4782794.459999999,3520037.26,18,1,1.7969021726661991,,1.5810982890350151,0.31457352689674595,STAR,1.9762222294721141,8302831.719999999,18,461268.4288888888
A00397,7,11,2942694.56,4775646.859999999,18,1,0.9812315547329196,,1.5810982890350151,0.31457352689674595,STAR,1.9762222294721141,7718341.42,18,428796.74555555556
A00896,13,5,4978593.53,2038942.98,18,1,2.3819821127155154,,1.5810982890350151,0.31457352689674595,STAR,1.9762222294721141,7017536.51,18,389863.13944444444
A00019,10,8,3893079.34,2999735.68,18,1,1.729637227827102,,1.5810982890350151,0.31457352689674595,STAR,1.9762222294721141,6892815.02,18,382934.16777777777
A00976,7,11,3298112.02,5758977.640000001,18,1,1.4729662265768693,,1.5810982890350151,0.31457352689674595,STAR,1.9762222294721141,9057089.66,18,503171.6477777778
A00817,10,10,4734326.59,4199956.180000001,20,4,1.620410083688098,,1.6625246184652396,1.2593331011225488,NEAR_CLIQUE,1.8297294753493332,8934282.77,20,446714.1385
A01092,3,6,922635.93,1858462.5,9,3,0.320345581464672,,1.13626623778873,1.206405570706341,NEAR_CLIQUE,1.704724164278393,2781098.43,9,309010.9366666667
A00623,6,11,1511775.0299999998,3496567.19,17,1,1.061578810047444,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,5008342.22,17,294608.3658823529
A00738,7,10,1573071.12,3962043.340000001,17,1,1.3949925974084971,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,5535114.460000001,17,325594.96823529416
A01060,6,11,1813182.18,4000956.79,17,1,1.2682110861149247,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,5814138.97,17,342008.1747058823
A01246,7,10,2518255.47,3789902.33,17,1,0.8951749188257601,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,6308157.800000001,17,371068.105882353
A00808,11,7,4962690.319999999,3824315.72,17,1,1.8195562501881837,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,8787006.04,18,488167.00222222216
A00735,6,11,2376827.84,3291859.38,17,1,1.0613322117964648,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,5668687.22,17,333452.1894117647
A01253,8,10,3817011.189999999,4302972.76,17,1,1.359839803973071,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,8119983.949999999,18,451110.2194444444
A00020,10,7,3911087.060000001,1064070.61,17,1,2.225695289983608,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,4975157.670000001,17,292656.3335294118
A00288,8,9,3917816.38,4056289.13,17,1,1.2358581343744377,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,7974105.51,17,469065.02999999997
A00124,6,11,2417532.01,4252167.34,17,1,0.9233386266508908,,1.5386055678213575,0.28791510521841207,STAR,1.6607374282760174,6669699.35,17,392335.25588235294
A00041,18,4,1770518.75,1477233.2,22,4,2.543773013776269,,1.7397903632041665,1.1800169437976018,NEAR_CLIQUE,1.642398971897005,3247751.95,22,147625.08863636365
A00269,4,6,1449912.13,2383298.0,10,3,0.6538600875841678,,1.194783781979544,1.1248052103113408,NEAR_CLIQUE,1.5119987838485107,3833210.13,10,383321.013
A01147,5,5,2562137.26,1522428.95,10,3,1.0047708804655968,,1.194783781979544,1.1248052103113408,NEAR_CLIQUE,1.5119987838485107,4084566.21,10,408456.621
A01136,6,6,2229285.3200000003,2553140.14,11,3,1.26997825970849,,1.2503112957927607,1.0540179818933033,NEAR_CLIQUE,1.3448120770692211,4782425.460000001,12,398535.4550000001
A00658,6,5,2784565.4400000004,1296948.4200000002,11,3,1.2529363493541128,,1.2503112957927607,1.0540179818933033,NEAR_CLIQUE,1.3448120770692211,4081513.8600000003,11,371046.7145454546
A01295,9,7,3252187.38,2038145.5799999996,16,1,2.010025615676306,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,5290332.959999999,16,330645.80999999994
A01024,9,7,3440450.7900000005,2620724.94,16,1,1.3054445353269826,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,6061175.73,16,378823.483125
A00669,7,9,1856832.62,3353299.64,16,1,0.9902816952291014,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,5210132.26,16,325633.26625
A00375,8,8,2634210.3899999997,3281624.0900000003,16,1,1.2256901407275718,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,5915834.48,16,369739.655
A00485,9,7,3440046.3800000004,2749741.6799999997,16,1,1.137374562782479,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,6189788.0600000005,16,386861.75375000003
A00272,6,11,1415484.83,3097223.91,16,1,1.0357924816658892,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,4512708.74,17,265453.4552941177
A00039,7,9,2342783.83,3721577.44,16,1,0.8689421911250294,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,6064361.27,16,379022.579375
A00471,8,9,1719972.05,4536396.8100000005,16,1,1.1364732705766525,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,6256368.86,17,368021.69764705887
A00058,8,8,2367615.98,3160969.94,16,1,1.3954609357494463,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,5528585.92,16,345536.62
A00062,8,8,2315661.2299999995,2842964.8899999997,16,1,0.9276642311215332,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,5158626.119999999,16,322414.13249999995
A00851,7,9,3921712.09,4390461.34,16,1,0.8947028819539199,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,8312173.43,16,519510.839375
A01150,6,11,2585906.97,3660538.1,16,1,0.9844513746088248,,1.4947833067927865,0.2609566376236958,STAR,1.3417017819690669,6246445.07,17,367437.9452941177
A00184,7,5,2274176.97,1911647.07,12,3,1.0422167226357868,,1.3032543129868541,0.9917634383366789,NEAR_CLIQUE,1.1977780378522294,4185824.04,12,348818.67
A01088,3,9,1051865.83,3089417.7500000005,12,3,0.91830397996604,,1.3032543129868541,0.9917634383366789,NEAR_CLIQUE,1.1977780378522294,4141283.5800000005,12,345106.965
A00465,8,4,3972858.06,1713313.79,12,3,1.2171183797650915,,1.3032543129868541,0.9917634383366789,NEAR_CLIQUE,1.1977780378522294,5686171.85,12,473847.6541666666
A00558,5,8,1673627.11,2167039.91,13,3,1.0963942682491408,,1.3539346395530236,0.9363832384758348,NEAR_CLIQUE,1.0669799625153211,3840667.0200000005,13,295435.92461538466
A00562,8,5,3680687.83,1331981.73,13,3,1.2155191565811954,,1.3539346395530236,0.9363832384758348,NEAR_CLIQUE,1.0669799625153211,5012669.5600000005,13,385589.9661538462
A00351,9,4,3395601.7300000004,855014.8799999999,13,3,1.3757884543544612,,1.3539346395530236,0.9363832384758348,NEAR_CLIQUE,1.0669799625153211,4250616.61,13,326970.50846153847
A00072,16,15,2214826.85,2049149.49,13,3,2.492209638377717,,1.3539346395530236,0.9363832384758348,NEAR_CLIQUE,1.0669799625153211,4263976.34,31,137547.62387096774
A01021,8,5,2879334.1999999997,1992592.16,13,3,1.0923672592117424,,1.3539346395530236,0.9363832384758348,NEAR_CLIQUE,1.0669799625153211,4871926.359999999,13,374763.5661538461
A00377,6,7,2095877.15,2409426.4699999997,13,3,0.8103542761214724,,1.3539346395530236,0.9363832384758348,NEAR_CLIQUE,1.0669799625153211,4505303.619999999,13,346561.81692307687
A01042,8,5,2782220.7299999995,2423377.61,13,3,1.471228320798228,,1.3539346395530236,0.9363832384758348,NEAR_CLIQUE,1.0669799625153211,5205598.34,13,400430.64153846155
A00425,10,5,4746829.8,1641778.72,15,1,1.7939410906815905,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,6388608.52,15,425907.23466666666
A00211,11,4,4144876.11,1933166.87,15,1,2.455308477752447,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,6078042.98,15,405202.8653333334
A01188,9,6,3231216.29,2089632.34,15,1,1.0960417970369,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5320848.63,15,354723.24199999997
A00525,8,7,2880694.4800000004,3657045.79,15,1,1.351651303172965,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,6537740.2700000005,15,435849.35133333335
A00219,5,10,1925927.04,4760523.370000001,15,1,1.703557447809991,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,6686450.410000001,15,445763.36066666676
A00296,6,9,2578424.7,2641502.61,15,1,0.9534563215804258,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5219927.3100000005,15,347995.15400000004
A00580,9,6,3919130.77,1594381.4400000002,15,1,1.4611222239905906,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5513512.21,15,367567.48066666664
A01226,5,10,883558.87,4366916.720000001,15,1,0.793673302209346,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5250475.590000001,15,350031.70600000006
A00585,8,7,2164152.36,2560631.6599999997,15,1,1.3796649810102386,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,4724784.02,15,314985.6013333333
A00577,9,6,4147951.09,2118389.04,15,1,1.339251152972038,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,6266340.13,15,417756.00866666663
A00250,8,7,3177486.12,2372345.1,15,1,1.082964989048617,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5549831.220000001,15,369988.748
A01183,9,6,2799409.49,2126735.47,15,1,1.1313847796705434,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,4926144.960000001,15,328409.66400000005
A01252,8,7,3021664.0999999996,1838427.48,15,1,1.425507355801632,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,4860091.58,15,324006.1053333333
A00968,8,7,1493034.7100000002,2435492.89,15,1,1.1590098837612035,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,3928527.6000000006,15,261901.84000000003
A00920,7,8,2542078.9699999997,2854018.24,15,1,1.0679151774758846,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5396097.21,15,359739.814
A00134,9,6,2854587.91,2444880.42,15,1,1.6628617437884812,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5299468.33,15,353297.8886666667
A00138,7,8,3014901.05,2373117.79,15,1,1.1972095775990026,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5388018.84,15,359201.256
A00796,7,8,2640673.8300000005,3293564.08,15,1,1.225529850994412,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5934237.91,15,395615.8606666667
A00148,6,9,2267929.12,3500844.9200000004,15,1,1.1114757220750353,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5768774.040000001,15,384584.93600000005
A00782,9,6,3792290.1200000006,3057051.35,15,1,1.080223926339096,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,6849341.470000001,15,456622.7646666667
A01272,7,8,3280301.0500000003,2040675.62,15,1,1.604366895001148,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5320976.67,15,354731.778
A00845,9,6,3453193.0700000003,1994218.8600000003,15,1,1.7051016921087454,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5447411.930000001,15,363160.7953333334
A01257,10,5,4126856.100000001,2183789.73,15,1,2.117170757864995,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,6310645.830000001,15,420709.72200000007
A00129,6,9,2465804.2,2460172.53,15,1,0.7179640969644732,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,4925976.73,15,328398.4486666667
A01039,8,7,2558159.5599999996,2474917.6,15,1,1.5513355655604335,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5033077.16,15,335538.47733333334
A01003,5,10,2129823.48,3936315.18,15,1,0.9059622215147616,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,6066138.66,15,404409.244
A01033,7,9,2248430.0799999996,3657415.11,15,1,1.0198882234509477,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,5905845.1899999995,16,369115.32437499997
A00902,6,9,1503122.92,2546231.42,15,1,1.1880229509502165,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,4049354.34,15,269956.956
A01286,9,6,2876847.3599999994,1752795.8599999996,15,1,1.7651833687083816,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,4629643.219999999,15,308642.88133333327
A00185,9,6,3817567.48,2306754.41,15,1,1.6193614138427854,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,6124321.890000001,15,408288.12600000005
A00730,6,9,2701910.08,4788900.5600000005,15,1,1.133511259259979,,1.4495026600949348,0.2336873935635092,STAR,1.0189883015949546,7490810.640000001,15,499387.37600000005
A01011,5,9,1557286.03,3491743.45,14,3,1.088173890323635,,1.4026126811277986,0.8866383174194903,NEAR_CLIQUE,0.9494914025551633,5049029.48,14,360644.9628571429
A01131,8,6,4292870.71,1627282.2399999998,14,3,1.2291024536417483,,1.4026126811277986,0.8866383174194903,NEAR_CLIQUE,0.9494914025551633,5920152.949999999,14,422868.0678571428
A01182,2,12,343923.45,3768426.43,14,3,0.4768004893452057,,1.4026126811277986,0.8866383174194903,NEAR_CLIQUE,0.9494914025551633,4112349.8800000004,14,293739.27714285714
A00687,6,8,2292144.88,2932670.23,14,3,1.0643647048511191,,1.4026126811277986,0.8866383174194903,NEAR_CLIQUE,0.9494914025551633,5224815.109999999,14,373201.07928571425
A00823,7,8,2579574.97,2983343.66,15,3,1.489278093983461,,1.4495026600949348,0.8415815012389777,NEAR_CLIQUE,0.8430753034434169,5562918.630000001,15,370861.242
A01256,6,9,978621.16,2267233.02,15,3,0.9130015511221784,,1.4495026600949348,0.8415815012389777,NEAR_CLIQUE,0.8430753034434169,3245854.18,15,216390.27866666668
A01266,7,8,1866677.27,2849705.24,15,3,1.0849763778625168,,1.4495026600949348,0.8415815012389777,NEAR_CLIQUE,0.8430753034434169,4716382.51,15,314425.50066666666
A01243,10,6,2996548.84,1716882.49,16,3,1.5486239830328523,,1.4947833067927865,0.8004744803376563,NEAR_CLIQUE,0.7459879106525426,4713431.33,16,294589.458125
A00361,7,9,2830922.11,3825487.08,16,3,0.9957126498630382,,1.4947833067927865,0.8004744803376563,NEAR_CLIQUE,0.7459879106525426,6656409.1899999995,16,416025.57437499997
A01284,7,9,2477777.16,2951008.99,16,3,0.8760554809549395,,1.4947833067927865,0.8004744803376563,NEAR_CLIQUE,0.7459879106525426,5428786.15,16,339299.134375
A00234,7,9,2632983.27,4109773.63,16,3,1.1821832863469448,,1.4947833067927865,0.8004744803376563,NEAR_CLIQUE,0.7459879106525426,6742756.9,16,421422.30625
A01065,4,12,2399041.3600000003,5009340.31,16,3,0.7997016285011652,,1.4947833067927865,0.8004744803376563,NEAR_CLIQUE,0.7459879106525426,7408381.67,16,463023.854375
A00051,8,7,2586642.59,2379599.4000000004,14,1,1.4229319032566832,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,4966241.99,15,331082.7993333333
A00220,7,7,1608247.94,2814748.93,14,1,0.7765931741139965,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,4422996.87,14,315928.34785714286
A01210,6,8,2508938.71,2897253.87,14,1,0.8538492483005506,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5406192.58,14,386156.61285714287
A00401,8,6,2974506.4199999995,2903202.94,14,1,1.4069891929697933,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5877709.359999999,14,419836.38285714283
A00402,6,8,1334956.39,3142800.1100000003,14,1,1.909080083711321,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,4477756.5,14,319839.75
A00468,4,10,1339798.5100000002,3914395.28,14,1,1.526082924978827,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5254193.79,14,375299.5564285714
A00550,9,5,3124596.34,2038933.2900000005,14,1,1.1843347203885215,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5163529.630000001,14,368823.54500000004
A00389,8,6,3213085.3299999996,2608947.9000000004,14,1,1.611455032258851,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5822033.23,14,415859.5164285715
A00889,10,4,4955514.65,1426628.22,14,1,1.6188133889916014,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,6382142.87,14,455867.34785714286
A01222,9,5,3548210.1199999996,1438020.49,14,1,1.7008587917586322,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,4986230.609999999,14,356159.32928571425
A00717,8,6,2232607.4299999997,3116195.33,14,1,1.552673448274772,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5348802.76,14,382057.33999999997
A00382,4,11,1613138.89,3571738.63,14,1,0.9334123006488289,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5184877.52,15,345658.5013333333
A00090,6,8,2555355.2599999993,2666398.64,14,1,1.0282620181164688,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5221753.899999999,14,372982.4214285714
A00295,5,9,2336106.62,2639052.1799999997,14,1,1.0536898737569038,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,4975158.8,14,355368.4857142857
A00748,9,6,3997527.25,1866253.28,14,1,1.7762331208875697,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5863780.53,15,390918.702
A01276,4,10,2357954.01,3193207.99,14,1,0.6670815022592417,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5551162.0,14,396511.5714285714
A00281,7,7,2091129.97,2496536.67,14,1,1.48701544231604,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,4587666.64,14,327690.47428571427
A00825,8,6,3244550.03,2020270.49,14,1,1.2869657252551712,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5264820.52,14,376058.6085714285
A00169,4,10,1579206.12,3312315.8599999994,14,1,0.8539912047974867,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,4891521.9799999995,14,349394.4271428571
A00781,7,7,2837231.14,2509286.31,14,1,1.1122810441822852,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5346517.45,14,381894.10357142857
A00797,10,4,4375080.91,871071.47,14,1,1.3444778888043276,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,5246152.38,14,374725.17
A01199,5,9,1404586.86,3331131.08,14,1,0.5979436448725607,,1.4026126811277986,0.20609676701318996,STAR,0.6924714718616488,4735717.94,14,338265.5671428572
A00629,7,10,2559531.8600000003,3097559.41,17,3,1.3392108436741132,,1.5386055678213575,0.7627319607642619,NEAR_CLIQUE,0.6568468650988954,5657091.2700000005,17,332770.0747058824
A00031,6,11,2276203.08,3940551.72,17,3,0.7528870516865017,,1.5386055678213575,0.7627319607642619,NEAR_CLIQUE,0.6568468650988954,6216754.800000001,17,365691.4588235295
A01002,9,9,3158069.93,3352657.26,18,3,1.3398057313324463,,1.5810982890350151,0.7278830627475158,NEAR_CLIQUE,0.5745400334215801,6510727.1899999995,18,361707.0661111111
A00883,8,10,3387979.99,4536066.51,18,3,0.9369068239625192,,1.5810982890350151,0.7278830627475158,NEAR_CLIQUE,0.5745400334215801,7924046.5,18,440224.80555555556
A00698,8,11,3736600.14,5440884.859999999,19,3,1.686378130860466,,1.6223724875581822,0.6955440018538481,NEAR_CLIQUE,0.4981609857886101,9177485.0,19,483025.5263157895
A00380,9,10,3481413.1500000004,3440527.1,19,3,2.3432012573917445,,1.6223724875581822,0.6955440018538481,NEAR_CLIQUE,0.4981609857886101,6921940.25,19,364312.6447368421
A00973,2,4,675157.68,1622265.26,6,2,0.2884877752790444,,0.9365919154863585,0.6717656272495378,NEAR_CLIQUE,0.44200074005640194,2297422.94,6,382903.8233333333
A00339,11,9,4384451.0200000005,3912212.31,20,3,1.5544382882275158,,1.6625246184652396,0.6653983492054555,NEAR_CLIQUE,0.4269623740809523,8296663.33,20,414833.1665
A00497,7,6,3273905.86,1102027.36,13,1,1.2063208791545332,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4375933.22,13,336610.2476923077
A00435,7,7,2658107.11,2880556.4299999997,13,1,1.3278630638566309,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5538663.539999999,14,395618.82428571425
A00713,6,7,2941868.78,2617965.5300000003,13,1,1.1238333914048737,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5559834.3100000005,13,427679.56230769237
A00711,8,5,3125031.44,1672378.21,13,1,1.5090525659140694,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4797409.65,13,369031.51153846155
A00736,5,8,1608296.63,2134541.9,13,1,0.9689808934248536,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,3742838.53,13,287910.6561538461
A00421,7,6,1940773.65,3703534.28,13,1,1.160559919661277,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5644307.93,13,434177.53307692305
A01007,9,4,3907099.99,1288815.65,13,1,2.317321222220383,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5195915.640000001,13,399685.8184615385
A01070,11,2,3326068.44,1043118.39,13,1,1.9720991549608549,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4369186.83,13,336091.2946153846
A00754,11,2,4699583.67,389243.61,13,1,2.0868524499838115,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5088827.28,13,391448.2523076923
A00619,11,2,5914629.42,596345.9,13,1,1.7914596645449516,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,6510975.32,13,500844.2553846154
A00606,6,7,2068965.88,1760570.9400000002,13,1,1.345580171135404,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,3829536.8200000003,13,294579.7553846154
A00815,6,7,1916733.41,2338730.02,13,1,0.9651951014298722,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4255463.43,13,327343.34076923074
A00488,5,8,1243448.38,3021783.11,13,1,0.5807635509520807,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4265231.49,13,328094.73000000004
A01173,6,7,2827600.5700000003,1733765.97,13,1,1.0784532463628138,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4561366.54,13,350874.3492307692
A00954,7,6,2513418.27,2667252.5399999996,13,1,1.2249459811966608,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5180670.81,13,398513.1392307692
A01157,7,6,2381780.13,2568910.48,13,1,1.159879665935429,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4950690.609999999,13,380822.3546153846
A00937,7,6,2418941.5700000003,2388816.76,13,1,1.276971543664687,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4807758.33,13,369827.56384615385
A01099,6,7,2677255.2499999995,2486445.66,13,1,1.2522301852578552,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5163700.91,13,397207.7623076923
A00863,9,4,4153199.15,1128503.13,13,1,0.9863488038668748,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5281702.279999999,13,406284.7907692307
A00555,4,9,832248.52,3478979.8200000003,13,1,0.598955170212966,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4311228.34,13,331632.94923076924
A00541,5,8,1630595.82,1506934.4,13,1,0.9787236462323056,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,3137530.2199999997,13,241348.47846153844
A00895,7,6,2487238.76,1950266.66,13,1,1.5073638124626658,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4437505.42,13,341346.5707692308
A00524,9,4,3688007.19,1349285.5,13,1,1.26006914712553,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,5037292.6899999995,13,387484.053076923
A00517,10,3,3095385.9299999997,1326848.09,13,1,1.454521008077876,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,4422234.02,13,340171.84769230767
A01135,6,7,1829843.73,2125642.94,13,1,1.61228451922378,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,3955486.67,13,304268.2053846154
A00726,4,9,1577044.4999999998,2155742.96,13,1,0.5921013244707708,,1.3539346395530236,0.1781746838776566,STAR,0.3620320725121378,3732787.46,13,287137.4969230769
